ticker,has_any_event,has_listed_event,has_delist_signal_event,has_lifecycle_list_date,has_lifecycle_delist_date,gap_missing_any_event,gap_missing_listed_event,gap_missing_delist_signal_event,gap_missing_lifecycle_list_date,gap_missing_lifecycle_delist_date
BXS,false,false,false,false,false,true,true,true,true,true
BY,true,true,false,true,false,false,false,true,false,true
BYBK,false,false,false,false,false,true,true,true,true,true
BYFC,true,true,false,true,false,false,false,true,false,true
BYI,false,false,false,false,false,true,true,true,true,true
BYN,false,false,false,false,false,true,true,true,true,true
BYND,true,true,false,true,false,false,false,true,false,true
BYON,false,false,false,false,false,true,true,true,true,true
BYRN,true,true,false,true,false,false,false,true,false,true
BYSI,true,true,false,true,false,false,false,true,false,true
BYTS,false,false,false,false,false,true,true,true,true,true
BYU,false,false,false,false,false,true,true,true,true,true
BZAI,true,true,true,true,true,false,false,false,false,false
BZFD,true,true,true,true,true,false,false,false,false,false
BZH,true,true,true,true,true,false,false,false,false,false
CAA,false,false,false,false,false,true,true,true,true,true
CAAS,true,true,false,true,false,false,false,true,false,true
CAB,false,false,false,false,false,true,true,true,true,true
CABA,true,true,false,true,false,false,false,true,false,true
CACB,false,false,false,false,false,true,true,true,true,true
CACQ,false,false,false,false,false,true,true,true,true,true
CADL,true,true,false,true,false,false,false,true,false,true
CAEP,true,true,false,true,false,false,false,true,false,true
CAFD,false,false,false,false,false,true,true,true,true,true
CAHC,false,false,false,false,false,true,true,true,true,true
CAL,false,false,false,false,false,true,true,true,true,true
CALA,false,false,false,false,false,true,true,true,true,true
CALD,false,false,false,false,false,true,true,true,true,true
CALL,false,false,false,false,false,true,true,true,true,true
CAMP,true,true,false,true,false,false,false,true,false,true
CANB,false,false,false,false,false,true,true,true,true,true
CANO,false,false,false,false,false,true,true,true,true,true
CAO,false,false,false,false,false,true,true,true,true,true
CAP,false,false,false,false,false,true,true,true,true,true
CAPA,false,false,false,false,false,true,true,true,true,true
CAPL,true,true,false,true,false,false,false,true,false,true
CAPN,true,true,false,true,false,false,false,true,false,true
CAPR,true,true,true,true,true,false,false,false,false,false
CAPS,true,true,true,true,true,false,false,false,false,false
CAPT,true,true,false,true,false,false,false,true,false,true
CARB,false,false,false,false,false,true,true,true,true,true
CARE,false,false,false,false,false,true,true,true,true,true
CARL,true,true,false,true,false,false,false,true,false,true
CARM,true,true,true,true,true,false,false,false,false,false
CARS,true,true,false,true,false,false,false,true,false,true
CARV,true,true,true,true,true,false,false,false,false,false
CASA,false,false,false,false,false,true,true,true,true,true
CASC,false,false,false,false,false,true,true,true,true,true
CASH,false,false,false,false,false,true,true,true,true,true
CASI,false,false,false,false,false,true,true,true,true,true
CASK,false,false,false,false,false,true,true,true,true,true
CASM,false,false,false,false,false,true,true,true,true,true
CATB,false,false,false,false,false,true,true,true,true,true
CATM,false,false,false,false,false,true,true,true,true,true
CATO,true,true,false,true,false,false,false,true,false,true
CAUD,false,false,false,false,false,true,true,true,true,true
CAVM,false,false,false,false,false,true,true,true,true,true
CBAH,false,false,false,false,false,true,true,true,true,true
CBAT,true,true,false,true,false,false,false,true,false,true
CBAY,false,false,false,false,false,true,true,true,true,true
CBB,false,false,false,false,false,true,true,true,true,true
CBC,true,true,false,true,false,false,false,true,false,true
CBE,false,false,false,false,false,true,true,true,true,true
CBF,false,false,false,false,false,true,true,true,true,true
CBI,false,false,false,false,false,true,true,true,true,true
CBIO,true,true,false,true,false,false,false,true,false,true
CBK,true,true,false,true,false,false,false,true,false,true
CBL,true,true,true,false,false,false,false,false,true,true
CBLI,false,false,false,false,false,true,true,true,true,true
CBLK,false,false,false,false,false,true,true,true,true,true
CBLL,true,true,false,true,false,false,false,true,false,true
CBM,false,false,false,false,false,true,true,true,true,true
CBMG,false,false,false,false,false,true,true,true,true,true
CBMX,false,false,false,false,false,true,true,true,true,true
CBPX,false,false,false,false,false,true,true,true,true,true
CBR,false,false,false,false,false,true,true,true,true,true
CBRL,true,true,false,true,false,false,false,true,false,true
CBS,false,false,false,false,false,true,true,true,true,true
CBSO,false,false,false,false,false,true,true,true,true,true
CBTX,false,false,false,false,false,true,true,true,true,true
CBUS,true,true,false,true,false,false,false,true,false,true
CBY,false,false,false,false,false,true,true,true,true,true
CCAC,false,false,false,false,false,true,true,true,true,true
CCCC,true,true,false,true,false,false,false,true,false,true
CCCL,false,false,false,false,false,true,true,true,true,true
CCCM,false,false,false,false,false,true,true,true,true,true
CCCR,false,false,false,false,false,true,true,true,true,true
CCCS,false,false,false,false,false,true,true,true,true,true
CCCX,false,false,false,false,false,true,true,true,true,true
CCG,true,true,false,true,false,false,false,true,false,true
CCH,false,false,false,false,false,true,true,true,true,true
CCHH,true,true,false,true,false,false,false,true,false,true
CCIR,false,false,false,false,false,true,true,true,true,true
CCIV,false,false,false,false,false,true,true,true,true,true
CCIX,true,true,false,true,false,false,false,true,false,true
CCLD,true,true,true,true,true,false,false,false,false,false
CCLP,false,false,false,false,false,true,true,true,true,true
CCME,false,false,false,false,false,true,true,true,true,true
CCN,false,false,false,false,false,true,true,true,true,true
CCNI,false,false,false,false,false,true,true,true,true,true
CCO,true,true,true,false,false,false,false,false,true,true
CCP,false,false,false,false,false,true,true,true,true,true
CCRC,false,false,false,false,false,true,true,true,true,true
CCRN,false,false,false,false,false,true,true,true,true,true
CCS,true,true,false,true,false,false,false,true,false,true
CCSC,false,false,false,false,false,true,true,true,true,true
CCSI,true,true,false,true,false,false,false,true,false,true
CCT,false,false,false,false,false,true,true,true,true,true
CCTG,true,true,false,true,false,false,false,true,false,true
CCV,false,false,false,false,false,true,true,true,true,true
CCVI,false,false,false,false,false,true,true,true,true,true
CCX,false,false,false,false,false,true,true,true,true,true
CCXI,true,true,false,true,false,false,false,true,false,true
CCXX,false,false,false,false,false,true,true,true,true,true
CDAK,false,false,false,false,false,true,true,true,true,true
CDAQ,false,false,false,false,false,true,true,true,true,true
CDEV,false,false,false,false,false,true,true,true,true,true
CDIO,true,true,true,true,true,false,false,false,false,false
CDK,false,false,false,false,false,true,true,true,true,true
CDLX,true,true,false,true,false,false,false,true,false,true
CDMO,false,false,false,false,false,true,true,true,true,true
CDNA,false,false,false,false,false,true,true,true,true,true
CDR,false,false,false,false,false,true,true,true,true,true
CDRE,true,true,false,true,false,false,false,true,false,true
CDT,true,true,true,true,true,false,false,false,false,false
CDTG,true,true,false,true,false,false,false,true,false,true
CDTI,false,false,false,false,false,true,true,true,true,true
CDXS,true,true,false,true,false,false,false,true,false,true
CDZI,true,true,false,true,false,false,false,true,false,true
CEAD,false,false,false,false,false,true,true,true,true,true
CEB,false,false,false,false,false,true,true,true,true,true
CEC,false,false,false,false,false,true,true,true,true,true
CECO,false,false,false,false,false,true,true,true,true,true
CEIX,false,false,false,false,false,true,true,true,true,true
CELG,false,false,false,false,false,true,true,true,true,true
CELL,false,false,false,false,false,true,true,true,true,true
CELP,false,false,false,false,false,true,true,true,true,true
CELU,true,true,true,true,true,false,false,false,false,false
CELZ,true,true,false,true,false,false,false,true,false,true
CEMI,false,false,false,false,false,true,true,true,true,true
CEMP,false,false,false,false,false,true,true,true,true,true
CENH,false,false,false,false,false,true,true,true,true,true
CENN,true,true,false,true,false,false,false,true,false,true
CENT,false,false,false,false,false,true,true,true,true,true
CENTA,false,false,false,false,false,true,true,true,true,true
CEP,false,false,false,false,false,true,true,true,true,true
CEPF,true,true,false,true,false,false,false,true,false,true
CEPO,true,true,false,true,false,false,false,true,false,true
CEPT,true,true,false,true,false,false,false,true,false,true
CEQP,false,false,false,false,false,true,true,true,true,true
CERC,false,false,false,false,false,true,true,true,true,true
CERE,false,false,false,false,false,true,true,true,true,true
CERN,false,false,false,false,false,true,true,true,true,true
CERO,true,true,true,true,true,false,false,false,false,false
CERS,false,false,false,false,false,true,true,true,true,true
CERT,true,true,false,true,false,false,false,true,false,true
CERU,false,false,false,false,false,true,true,true,true,true
CETC,false,false,false,false,false,true,true,true,true,true
CETV,false,false,false,false,false,true,true,true,true,true
CETY,true,true,true,true,true,false,false,false,false,false
CEVA,false,false,false,false,false,true,true,true,true,true
CFAC,false,false,false,false,false,true,true,true,true,true
CFB,false,false,false,false,false,true,true,true,true,true
CFC,false,false,false,false,false,true,true,true,true,true
CFCO,false,false,false,false,false,true,true,true,true,true
CFFA,false,false,false,false,false,true,true,true,true,true
CFFN,true,true,false,true,false,false,false,true,false,true
CFFS,false,false,false,false,false,true,true,true,true,true
CFII,false,false,false,false,false,true,true,true,true,true
CFL,false,false,false,false,false,true,true,true,true,true
CFMS,false,false,false,false,false,true,true,true,true,true
CFN,false,false,false,false,false,true,true,true,true,true
CFNL,false,false,false,false,false,true,true,true,true,true
CFRX,false,false,false,false,false,true,true,true,true,true
CFV,false,false,false,false,false,true,true,true,true,true
CFVI,false,false,false,false,false,true,true,true,true,true
CFX,false,false,false,false,false,true,true,true,true,true
CGBD,true,true,true,true,true,false,false,false,false,false
CGBS,false,false,false,false,false,true,true,true,true,true
CGC,true,true,true,true,true,false,false,false,false,false
CGEM,true,true,false,true,false,false,false,true,false,true
CGEN,false,false,false,false,false,true,true,true,true,true
CGI,false,false,false,false,false,true,true,true,true,true
CGIX,false,false,false,false,false,true,true,true,true,true
CGNT,false,false,false,false,false,true,true,true,true,true
CGRN,false,false,false,false,false,true,true,true,true,true
CGTL,true,true,false,true,false,false,false,true,false,true
CGTX,true,true,false,true,false,false,false,true,false,true
CHAC,true,true,false,true,false,false,false,true,false,true
CHAI,true,true,true,true,true,false,false,false,false,false
CHAP,false,false,false,false,false,true,true,true,true,true
CHC,false,false,false,false,false,true,true,true,true,true
CHCI,true,true,false,true,false,false,false,true,false,true
CHCT,true,true,false,true,false,false,false,true,false,true
CHEA,false,false,false,false,false,true,true,true,true,true
CHEK,false,false,false,false,false,true,true,true,true,true
CHFC,false,false,false,false,false,true,true,true,true,true
CHFN,false,false,false,false,false,true,true,true,true,true
CHFS,false,false,false,false,false,true,true,true,true,true
CHG,false,false,false,false,false,true,true,true,true,true
CHGG,false,false,false,false,false,true,true,true,true,true
CHKM,false,false,false,false,false,true,true,true,true,true
CHMA,false,false,false,false,false,true,true,true,true,true
CHMI,true,true,false,true,false,false,false,true,false,true
CHMT,false,false,false,false,false,true,true,true,true,true
CHNG,false,false,false,false,false,true,true,true,true,true
CHNR,false,false,false,false,false,true,true,true,true,true
CHP,false,false,false,false,false,true,true,true,true,true
CHPT,true,true,true,true,true,false,false,false,false,false
CHR,true,true,true,true,true,false,false,false,false,false
CHRA,false,false,false,false,false,true,true,true,true,true
CHRS,true,true,false,true,false,false,false,true,false,true
CHS,false,false,false,false,false,true,true,true,true,true
CHSN,true,true,false,true,false,false,false,true,false,true
CHSP,false,false,false,false,false,true,true,true,true,true
CHUBA,false,false,false,false,false,true,true,true,true,true
CHUBK,false,false,false,false,false,true,true,true,true,true
CHUY,false,false,false,false,false,true,true,true,true,true
CHX,false,false,false,false,false,true,true,true,true,true
CHZ,false,false,false,false,false,true,true,true,true,true
CIA,false,false,false,false,false,true,true,true,true,true
CIC,false,false,false,false,false,true,true,true,true,true
CIDM,false,false,false,false,false,true,true,true,true,true
CIE,false,false,false,false,false,true,true,true,true,true
CIFS,false,false,false,false,false,true,true,true,true,true
CIGL,true,true,false,true,false,false,false,true,false,true
CIIC,false,false,false,false,false,true,true,true,true,true
CIIG,false,false,false,false,false,true,true,true,true,true
CIIT,true,true,false,true,false,false,false,true,false,true
CIM,true,true,false,true,false,false,false,true,false,true
CIN,false,false,false,false,false,true,true,true,true,true
CINC,false,false,false,false,false,true,true,true,true,true
CING,true,true,false,true,false,false,false,true,false,true
CINT,true,true,false,true,false,false,false,true,false,true
CIO,false,false,false,false,false,true,true,true,true,true
CION,true,true,false,true,false,false,false,true,false,true
CIR,false,false,false,false,false,true,true,true,true,true
CIS,false,false,false,false,false,true,true,true,true,true
CISN,false,false,false,false,false,true,true,true,true,true
CISO,true,true,false,true,false,false,false,true,false,true
CISS,true,true,false,true,false,false,false,true,false,true
CIT,false,false,false,false,false,true,true,true,true,true
CJ,false,false,false,false,false,true,true,true,true,true
CJES,false,false,false,false,false,true,true,true,true,true
CJET,false,false,false,false,false,true,true,true,true,true
CJMB,true,true,false,true,false,false,false,true,false,true
CK,false,false,false,false,false,true,true,true,true,true
CKC,false,false,false,false,false,true,true,true,true,true
CKEC,false,false,false,false,false,true,true,true,true,true
CKP,false,false,false,false,false,true,true,true,true,true
CKPT,false,false,false,false,false,true,true,true,true,true
CKR,false,false,false,false,false,true,true,true,true,true
CLA,false,false,false,false,false,true,true,true,true,true
CLAC,false,false,false,false,false,true,true,true,true,true
CLAR,true,true,false,true,false,false,false,true,false,true
CLAS,false,false,false,false,false,true,true,true,true,true
CLB,false,false,false,false,false,true,true,true,true,true
CLBK,false,false,false,false,false,true,true,true,true,true
CLBR,true,true,false,true,false,false,false,true,false,true
CLBS,false,false,false,false,false,true,true,true,true,true
CLC,false,false,false,false,false,true,true,true,true,true
CLCD,false,false,false,false,false,true,true,true,true,true
CLD,false,false,false,false,false,true,true,true,true,true
CLDC,false,false,false,false,false,true,true,true,true,true
CLDR,false,false,false,false,false,true,true,true,true,true
CLDT,true,true,false,true,false,false,false,true,false,true
CLDX,false,false,false,false,false,true,true,true,true,true
CLE,false,false,false,false,false,true,true,true,true,true
CLEU,false,false,false,false,false,true,true,true,true,true
CLFD,false,false,false,false,false,true,true,true,true,true
CLGN,true,true,false,true,false,false,false,true,false,true
CLGX,false,false,false,false,false,true,true,true,true,true
CLII,false,false,false,false,false,true,true,true,true,true
CLIK,true,true,false,true,false,false,false,true,false,true
CLIR,true,true,true,true,true,false,false,false,false,false
CLMS,false,false,false,false,false,true,true,true,true,true
CLMT,false,false,false,false,false,true,true,true,true,true
CLNC,false,false,false,false,false,true,true,true,true,true
CLNE,false,false,false,false,false,true,true,true,true,true
CLNN,true,true,true,true,true,false,false,false,false,false
CLNS,false,false,false,false,false,true,true,true,true,true
CLNT,false,false,false,false,false,true,true,true,true,true
CLNY,false,false,false,false,false,true,true,true,true,true
CLOV,true,true,true,true,true,false,false,false,false,false
CLP,false,false,false,false,false,true,true,true,true,true
CLPS,true,true,false,true,false,false,false,true,false,true
CLPT,true,true,true,true,true,false,false,false,false,false
CLR,false,false,false,false,false,true,true,true,true,true
CLRB,true,true,true,true,true,false,false,false,false,false
CLRO,true,true,false,true,false,false,false,true,false,true
CLSD,false,false,false,false,false,true,true,true,true,true
CLU,false,false,false,false,false,true,true,true,true,true
CLUB,false,false,false,false,false,true,true,true,true,true
CLVR,false,false,false,false,false,true,true,true,true,true
CLVS,false,false,false,false,false,true,true,true,true,true
CLW,false,false,false,false,false,true,true,true,true,true
CLWT,true,true,false,true,false,false,false,true,false,true
CLYM,true,true,false,true,false,false,false,true,false,true
CMAX,false,false,false,false,false,true,true,true,true,true
CMBM,true,true,false,true,false,false,false,true,false,true
CMCO,false,false,false,false,false,true,true,true,true,true
CMCT,true,true,true,true,true,false,false,false,false,false
CMD,false,false,false,false,false,true,true,true,true,true
CMG.B,false,false,false,false,false,true,true,true,true,true
CML,false,false,false,false,false,true,true,true,true,true
CMLF,false,false,false,false,false,true,true,true,true,true
CMLP,false,false,false,false,false,true,true,true,true,true
CMLS,true,true,true,true,true,false,false,false,false,false
CMLT,false,false,false,false,false,true,true,true,true,true
CMN,false,false,false,false,false,true,true,true,true,true
CMND,true,true,false,true,false,false,false,true,false,true
CMO,false,false,false,false,false,true,true,true,true,true
CMP,false,false,false,false,false,true,true,true,true,true
CMPI,false,false,false,false,false,true,true,true,true,true
CMPR,true,false,true,false,false,false,true,false,true,true
CMPX,true,true,false,true,false,false,false,true,false,true
CMRA,false,false,false,false,false,true,true,true,true,true
CMRC,true,true,false,true,false,false,false,true,false,true
CMRE,true,true,true,true,true,false,false,false,false,false
CMRX,false,false,false,false,false,true,true,true,true,true
CMTA,false,false,false,false,false,true,true,true,true,true
CMTG,true,true,false,true,false,false,false,true,false,true
CMTL,false,false,false,false,false,true,true,true,true,true
CMX,false,false,false,false,false,true,true,true,true,true
CMZ,false,false,false,false,false,true,true,true,true,true
CNB,false,false,false,false,false,true,true,true,true,true
CNCE,false,false,false,false,false,true,true,true,true,true
CNCO.T,false,false,false,false,false,true,true,true,true,true
CND,false,false,false,false,false,true,true,true,true,true
CNDT,true,true,true,true,true,false,false,false,false,false
CNE,false,false,false,false,false,true,true,true,true,true
CNET,true,true,true,true,true,false,false,false,false,false
CNEY,true,true,false,true,false,false,false,true,false,true
CNFR,false,false,false,false,false,true,true,true,true,true
CNGL,false,false,false,false,false,true,true,true,true,true
CNIT,false,false,false,false,false,true,true,true,true,true
CNJ,false,false,false,false,false,true,true,true,true,true
CNMD,true,true,true,true,true,false,false,false,false,false
CNNE,true,true,false,true,false,false,false,true,false,true
CNNX,false,false,false,false,false,true,true,true,true,true
CNSL,false,false,false,false,false,true,true,true,true,true
CNSP,true,true,false,true,false,false,false,true,false,true
CNST,false,false,false,false,false,true,true,true,true,true
CNT,false,false,false,false,false,true,true,true,true,true
CNTB,true,true,false,true,false,false,false,true,false,true
CNTG,false,false,false,false,false,true,true,true,true,true
CNTM,true,true,true,true,true,false,false,false,false,false
CNTX,true,true,false,true,false,false,false,true,false,true
CNTY,true,true,false,true,false,false,false,true,false,true
CNU,false,false,false,false,false,true,true,true,true,true
CNV,false,false,false,false,false,true,true,true,true,true
CNVS,true,true,false,true,false,false,false,true,false,true
CNVY,false,false,false,false,false,true,true,true,true,true
CNW,false,false,false,false,false,true,true,true,true,true
CNXA,false,false,false,false,false,true,true,true,true,true
CNXM,false,false,false,false,false,true,true,true,true,true
CNXN,false,false,false,false,false,true,true,true,true,true
CNXR,false,false,false,false,false,true,true,true,true,true
CO,false,false,false,false,false,true,true,true,true,true
COBZ,false,false,false,false,false,true,true,true,true,true
COCH,true,true,true,true,true,false,false,false,false,false
COCP,true,true,false,true,false,false,false,true,false,true
CODA,true,true,false,true,false,false,false,true,false,true
CODE,false,false,false,false,false,true,true,true,true,true
CODI,true,true,true,true,true,false,false,false,false,false
CODX,true,true,false,true,false,false,false,true,false,true
COEP,true,true,true,true,true,false,false,false,false,false
COH,false,false,false,false,false,true,true,true,true,true
COHU,false,false,false,false,false,true,true,true,true,true
COL,false,false,false,false,false,true,true,true,true,true
COLE,false,false,false,false,false,true,true,true,true,true
COLI,false,false,false,false,false,true,true,true,true,true
COLL,true,true,false,true,false,false,false,true,false,true
COMS,false,false,false,false,false,true,true,true,true,true
CONE,false,false,false,false,false,true,true,true,true,true
CONN,false,false,false,false,false,true,true,true,true,true
CONX,false,false,false,false,false,true,true,true,true,true
COOK,true,true,false,true,false,false,false,true,false,true
COOP,false,false,false,false,false,true,true,true,true,true
COOT,true,true,false,true,false,false,false,true,false,true
CORE,false,false,false,false,false,true,true,true,true,true
CORI,false,false,false,false,false,true,true,true,true,true
CORR,false,false,false,false,false,true,true,true,true,true
CORV,false,false,false,false,false,true,true,true,true,true
COSM,true,true,false,true,false,false,false,true,false,true
COT,false,false,false,false,false,true,true,true,true,true
COTV,false,false,false,false,false,true,true,true,true,true
COUP,false,false,false,false,false,true,true,true,true,true
COUR,true,true,false,true,false,false,false,true,false,true
COV,false,false,false,false,false,true,true,true,true,true
COVS,false,false,false,false,false,true,true,true,true,true
COWN,false,false,false,false,false,true,true,true,true,true
COX,false,false,false,false,false,true,true,true,true,true
COYA,true,true,false,true,false,false,false,true,false,true
COYN,false,false,false,false,false,true,true,true,true,true
CPAA,false,false,false,false,false,true,true,true,true,true
CPAH,false,false,false,false,false,true,true,true,true,true
CPAR,false,false,false,false,false,true,true,true,true,true
CPC,false,false,false,false,false,true,true,true,true,true
CPE,false,false,false,false,false,true,true,true,true,true
CPF,true,false,true,false,false,false,true,false,true,true
CPGX,false,false,false,false,false,true,true,true,true,true
CPHD,false,false,false,false,false,true,true,true,true,true
CPIX,true,true,false,true,false,false,false,true,false,true
CPLA,false,false,false,false,false,true,true,true,true,true
CPLG,false,false,false,false,false,true,true,true,true,true
CPO,false,false,false,false,false,true,true,true,true,true
CPOP,true,true,false,true,false,false,false,true,false,true
CPPL,false,false,false,false,false,true,true,true,true,true
CPS,true,true,false,true,false,false,false,true,false,true
CPSH,true,true,false,true,false,false,false,true,false,true
CPSS,false,false,false,false,false,true,true,true,true,true
CPTA,false,false,false,false,false,true,true,true,true,true
CPTK,false,false,false,false,false,true,true,true,true,true
CPTN,false,false,false,false,false,true,true,true,true,true
CPUH,false,false,false,false,false,true,true,true,true,true
CPY,false,false,false,false,false,true,true,true,true,true
CQB,false,false,false,false,false,true,true,true,true,true
CRA,false,false,false,false,false,true,true,true,true,true
CRAI,false,false,false,false,false,true,true,true,true,true
CRAY,false,false,false,false,false,true,true,true,true,true
CRBP,true,true,false,true,false,false,false,true,false,true
CRBU,true,true,false,true,false,false,false,true,false,true
CRCM,false,false,false,false,false,true,true,true,true,true
CRCT,true,true,false,true,false,false,false,true,false,true
CRDF,true,true,true,true,true,false,false,false,false,false
CRDL,true,true,false,true,false,false,false,true,false,true
CRDS,false,false,false,false,false,true,true,true,true,true
CRE,true,true,false,true,false,false,false,true,false,true
CREE,false,false,false,false,false,true,true,true,true,true
CREG,true,true,false,true,false,false,false,true,false,true
CREV,false,false,false,false,false,true,true,true,true,true
CREX,true,true,true,true,true,false,false,false,false,false
CRGE,false,false,false,false,false,true,true,true,true,true
CRGX,false,false,false,false,false,true,true,true,true,true
CRHC,false,false,false,false,false,true,true,true,true,true
CRI,true,true,false,true,false,false,false,true,false,true
CRIS,false,false,false,false,false,true,true,true,true,true
CRKN,true,true,true,true,true,false,false,false,false,false
CRMD,true,true,true,false,false,false,false,false,true,true
CRME,false,false,false,false,false,true,true,true,true,true
CRML,true,true,false,true,false,false,false,true,false,true
CRN,false,false,false,false,false,true,true,true,true,true
CRNC,true,true,false,true,false,false,false,true,false,true
CRNT,false,false,false,false,false,true,true,true,true,true
CRON,false,false,false,false,false,true,true,true,true,true
CRR,false,false,false,false,false,true,true,true,true,true
CRSA,false,false,false,false,false,true,true,true,true,true
CRSR,true,true,false,true,false,false,false,true,false,true
CRTD,true,true,true,true,true,false,false,false,false,false
CRTN,false,false,false,false,false,true,true,true,true,true
CRVO,true,true,false,true,false,false,false,true,false,true
CRVS,true,true,false,true,false,false,false,true,false,true
CRXT,false,false,false,false,false,true,true,true,true,true
CRZ,false,false,false,false,false,true,true,true,true,true
CRZO,false,false,false,false,false,true,true,true,true,true
CSAI,true,true,true,false,false,false,false,false,true,true
CSAL,false,false,false,false,false,true,true,true,true,true
CSBK,false,false,false,false,false,true,true,true,true,true
CSBR,true,true,false,true,false,false,false,true,false,true
CSC,false,false,false,false,false,true,true,true,true,true
CSE,false,false,false,false,false,true,true,true,true,true
CSFL,false,false,false,false,false,true,true,true,true,true
CSG,false,false,false,false,false,true,true,true,true,true
CSII,false,false,false,false,false,true,true,true,true,true
CSIQ,true,true,false,true,false,false,false,true,false,true
CSK,false,false,false,false,false,true,true,true,true,true
CSLT,false,false,false,false,false,true,true,true,true,true
CSOD,false,false,false,false,false,true,true,true,true,true
CSPI,false,false,false,false,false,true,true,true,true,true
CSPR,false,false,false,false,false,true,true,true,true,true
CSRA,false,false,false,false,false,true,true,true,true,true
CSSE,false,false,false,false,false,true,true,true,true,true
CST,false,false,false,false,false,true,true,true,true,true
CSTE,true,true,false,true,false,false,false,true,false,true
CSTL,true,true,false,true,false,false,false,true,false,true
CSWC,true,true,true,true,true,false,false,false,false,false
CSWI,false,false,false,false,false,true,true,true,true,true
CTAC,false,false,false,false,false,true,true,true,true,true
CTB,false,false,false,false,false,true,true,true,true,true
CTCX,false,false,false,false,false,true,true,true,true,true
CTG,false,false,false,false,false,true,true,true,true,true
CTHR,false,false,false,false,false,true,true,true,true,true
CTIC,false,false,false,false,false,true,true,true,true,true
CTKB,true,true,false,true,false,false,false,true,false,true
CTL,false,false,false,false,false,true,true,true,true,true
CTLP,true,true,true,true,true,false,false,false,false,false
CTLT,false,false,false,false,false,true,true,true,true,true
CTMX,true,true,false,true,false,false,false,true,false,true
CTNM,true,true,false,true,false,false,false,true,false,true
CTNT,true,true,false,true,false,false,false,true,false,true
CTO,true,true,true,true,true,false,false,false,false,false
CTOR,true,true,true,true,true,false,false,false,false,false
CTOS,true,true,true,true,true,false,false,false,false,false
CTRC,false,false,false,false,false,true,true,true,true,true
CTRI,true,true,false,true,false,false,false,true,false,true
CTRL,false,false,false,false,false,true,true,true,true,true
CTRM,true,true,false,true,false,false,false,true,false,true
CTRN,true,true,false,true,false,false,false,true,false,true
CTRV,false,false,false,false,false,true,true,true,true,true
CTSO,true,true,false,true,false,false,false,true,false,true
CTST,false,false,false,false,false,true,true,true,true,true
CTT,false,false,false,false,false,true,true,true,true,true
CTV,false,false,false,false,false,true,true,true,true,true
CTW,true,true,false,true,false,false,false,true,false,true
CTXR,true,true,true,true,true,false,false,false,false,false
CTXS,false,false,false,false,false,true,true,true,true,true
CUB,true,true,false,true,false,false,false,true,false,true
CUDA,false,false,false,false,false,true,true,true,true,true
CUE,true,true,false,true,false,false,false,true,false,true
CUEN,true,true,true,true,true,false,false,false,false,false
CUI,false,false,false,false,false,true,true,true,true,true
CUPR,true,true,false,true,false,false,false,true,false,true
CUR,false,false,false,false,false,true,true,true,true,true
CURI,true,true,true,true,true,false,false,false,false,false
CURO,false,false,false,false,false,true,true,true,true,true
CURR,true,true,true,true,true,false,false,false,false,false
CURV,true,true,false,true,false,false,false,true,false,true
CURX,true,true,false,true,false,false,false,true,false,true
CUTR,false,false,false,false,false,true,true,true,true,true
CV,true,true,false,true,false,false,false,true,false,true
CVA,false,false,false,false,false,true,true,true,true,true
CVAC,false,false,false,false,false,true,true,true,true,true
CVC,false,false,false,false,false,true,true,true,true,true
CVD,false,false,false,false,false,true,true,true,true,true
CVEO,true,true,true,true,true,false,false,false,false,false
CVET,false,false,false,false,false,true,true,true,true,true
CVG,false,false,false,false,false,true,true,true,true,true
CVGI,true,true,false,true,false,false,false,true,false,true
CVGW,false,false,false,false,false,true,true,true,true,true
CVH,false,false,false,false,false,true,true,true,true,true
CVIA,false,false,false,false,false,true,true,true,true,true
CVII,false,false,false,false,false,true,true,true,true,true
CVLB,false,false,false,false,false,true,true,true,true,true
CVLG,true,true,true,true,true,false,false,false,false,false
CVO,false,false,false,false,false,true,true,true,true,true
CVRR,false,false,false,false,false,true,true,true,true,true
CVRX,true,true,false,true,false,false,false,true,false,true
CVT,false,false,false,false,false,true,true,true,true,true
CVV,true,true,true,true,true,false,false,false,false,false
CWBR,false,false,false,false,false,true,true,true,true,true
CWD,true,true,true,true,true,false,false,false,false,false
CWEI,false,false,false,false,false,true,true,true,true,true
CWH,true,true,false,true,false,false,false,true,false,true
CXAI,true,true,true,true,true,false,false,false,false,false
CXDC,false,false,false,false,false,true,true,true,true,true
CXG,false,false,false,false,false,true,true,true,true,true
CXM,true,true,false,true,false,false,false,true,false,true
CXO,false,false,false,false,false,true,true,true,true,true
CXP,false,false,false,false,false,true,true,true,true,true
CXRX,false,false,false,false,false,true,true,true,true,true
CXS,false,false,false,false,false,true,true,true,true,true
CXW,false,false,false,false,false,true,true,true,true,true
CY,false,false,false,false,false,true,true,true,true,true
CYAN,true,false,true,false,false,false,true,false,true,true
CYBE,false,false,false,false,false,true,true,true,true,true
CYCC,false,false,false,false,false,true,true,true,true,true
CYCN,true,true,false,true,false,false,false,true,false,true
CYCU,true,true,true,true,true,false,false,false,false,false
CYD,false,false,false,false,false,true,true,true,true,true
CYH,true,true,true,true,true,false,false,false,false,false
CYN,true,true,false,true,false,false,false,true,false,true
CYNI,false,false,false,false,false,true,true,true,true,true
CYNO,false,false,false,false,false,true,true,true,true,true
CYRN,false,false,false,false,false,true,true,true,true,true
